UserID,rating,movieID,Name of Movie,Year of Release,Watch time,Rating,Meta Score,Votes,Gross Collection($)
204,2,9277,Overdrive,2017,93,5.3,****,****,****
474,5,9327,The Other Side of the Door,2016,96,5.3,41,"18,589",2.99
357,5,9365,Morbius,2022,104,5.2,35,"133,552",73.87
375,4,9614,Hellraiser: Bloodline,1996,85,5,21,"23,098",16.68
455,2,9660,The Last Boy,2019,87,5,****,****,****
285,1,285,Tôkyô monogatari,1953,136,8.2,100,****,****
447,3,579,Dilwale Dulhania Le Jayenge,1995,189,8,****,****,****
73,5,873,The Hobbit: An Unexpected Journey,2012,169,7.8,58,"839,221",303
139,1,1081,Goodachari,2018,147,7.8,****,****,****
336,1,1635,Mahaan,2022,163,7.6,****,****,****
341,5,1913,Un homme et une femme,1966,102,7.5,****,****,****
306,2,2295,Inosensu: Innocence,2004,100,7.4,66,"39,144",1.04
73,3,3153,Broken,IV 2012,91,7.2,53,****,****
162,5,3777,Confessions of a Dangerous Mind,2002,113,7,67,"89,744",16
419,3,4218,Trust,I 2010,106,6.9,60,"43,093",0.12
103,1,4824,Romeo + Juliet,1996,120,6.7,60,"234,237",46.35
268,5,5073,Used Cars,1980,113,6.7,68,****,****
433,4,5080,Things to Do in Denver When You're Dead,1995,115,6.7,46,"28,520",0.53
387,3,5971,Moscow on the Hudson,1984,115,6.5,67,"12,399",25.1
234,2,6294,Step Up Revolution,2012,99,6.4,43,"57,018",35.07
144,2,6324,Fireproof,2008,122,6.4,28,"23,311",33.46
94,4,6802,Pecker,1998,87,6.3,66,"14,461",2.28
459,1,7305,Rambo: Last Blood,2019,89,6.1,26,"102,071",44.82
388,4,8310,To the Wonder,2012,112,5.8,58,"29,344",0.59
10,4,8393,Hurlyburly,1998,122,5.8,****,"10,277",1.8
191,5,8430,Escape Room: Tournament of Champions,2021,88,5.7,48,"48,744",25.19
472,5,8588,The Flock,2007,105,5.7,****,****,****
456,2,9602,Garfield,2004,80,5,27,"89,189",75.37
286,1,286,Bacheha-Ye aseman,1997,89,8.2,77,"76,028",0.93
454,4,638,Lakposhtha parvaz mikonand,2004,98,8,85,"20,083",0.26
34,3,819,The Little Foxes,1941,116,7.9,****,****,****
20,5,1275,The Breadwinner,2017,94,7.7,78,"26,602",0.31
434,3,1479,Stranger Than Fiction,2006,113,7.6,67,"231,636",40.14
189,4,2100,A History of Violence,2005,96,7.4,82,"243,295",31.49
181,2,2387,Hereditary,2018,127,7.3,87,"333,593",44.07
249,4,2505,Punch-Drunk Love,2002,95,7.3,78,"168,958",17.84
271,4,2787,Raman Raghav 2.0,2016,133,7.3,****,****,****
289,5,2896,Top Secret!,1984,90,7.2,68,"69,314",20.5
143,2,3102,Me and You and Everyone We Know,2005,91,7.2,76,"36,818",3.89
153,3,3398,Swiss Family Robinson,1960,126,7.1,61,"17,035",40.36
456,5,4101,Maleficent,2014,97,6.9,56,"383,242",241.41
384,5,4422,"Patrik 1,5",2008,103,6.9,65,"10,140",0.06
92,4,4428,Shubh Mangal Saavdhan,2017,119,6.9,****,"10,601",0.69
301,1,4817,Three Thousand Years of Longing,2022,108,6.7,60,****,****
77,5,5067,K-19: The Widowmaker,2002,138,6.7,58,"64,823",35.17
109,3,5123,Postcards from the Edge,1990,101,6.7,71,"18,378",37.96
66,2,5679,Plane,2023,107,6.5,62,****,****
482,3,5903,Cellular,2004,94,6.5,60,"102,635",32
186,3,6754,Hours,2013,97,6.3,55,****,****
114,4,7501,Duplicity,2009,125,6.1,69,"51,291",40.57
219,1,8066,Let's Go to Prison,2006,84,5.9,27,"25,916",4.61
297,5,9234,Jupiter Ascending,2015,127,5.3,40,"190,607",47.39
434,4,9313,Excess Baggage,1997,101,5.3,34,"13,796",14.33
101,4,9462,The Medallion,2003,88,5.2,38,"42,510",22.11
287,5,287,K.G.F: Chapter 1,2018,156,8.2,****,****,****
22,4,726,Nosferatu,1922,94,7.9,****,****,****
182,3,1478,Karigurashi no Arietty,2010,94,7.6,80,"95,668",19.2
180,4,1531,Wings,1927,144,7.6,****,"13,535",6.59
260,2,1557,Sorry We Missed You,2019,101,7.6,82,****,****
57,3,1949,Il deserto rosso,1964,117,7.5,****,****,****
269,5,2379,Limonata,2015,110,7.4,****,****,****
63,3,3190,El Club,2015,98,7.2,73,"11,418",0.03
47,2,3718,Grave,2016,99,7,81,"81,777",0.51
22,2,3744,Ralph Breaks the Internet,2018,112,7,71,"167,059",201.09
381,5,4167,Frantic,1988,120,6.9,66,"55,207",17.64
427,2,4239,A Girl Walks Home Alone at Night,2014,101,6.9,81,****,****
50,5,4922,Cocoon,1985,117,6.7,65,"65,279",76.11
482,3,5094,The Brave One,2007,122,6.7,56,"61,908",36.79
274,5,7391,Showdown in Little Tokyo,1991,79,6.1,****,"19,718",2.28
433,3,8165,Eat Pray Love,2010,133,5.8,50,"100,354",80.57
173,5,8422,The Wrong Missy,2020,90,5.7,33,****,****
36,2,8508,Michael,1996,105,5.7,38,"43,979",95.32
40,4,9199,(T)Raumschiff Surprise - Periode 1,2004,87,5.4,****,****,****
230,5,9272,Dangerous Lies,2020,96,5.3,51,****,****
82,5,9726,A.I. Rising,2018,85,4.9,****,****,****
288,4,288,Andhadhun,2018,139,8.2,****,"96,232",1.37
120,3,1349,Aile Arasinda,2017,124,7.7,****,****,****
296,1,1425,Traffic,2000,147,7.6,86,"210,896",124.12
193,1,1941,Submarino,2010,105,7.5,****,****,****
237,1,2347,"Horí, má panenko",1967,73,7.4,****,****,****
496,2,2350,Kesari,2019,150,7.4,****,****,****
3,3,3393,John Q,2002,116,7.1,30,"137,717",71.76
405,1,4230,Stronger,I 2017,119,6.9,76,"46,607",4.21
458,3,4676,A Christmas Carol,2009,96,6.8,55,"121,616",137.86
129,2,4810,Les émotifs anonymes,2010,80,6.8,69,****,****
385,1,5389,Peter Rabbit,2018,95,6.6,51,"44,645",115.25
331,1,5646,A Midsummer Night's Sex Comedy,1982,88,6.6,51,"19,929",9.08
266,4,5972,A Family Man,2016,108,6.5,21,****,****
197,1,7511,The Car,1977,96,6.1,21,****,****
10,2,7764,Wuthering Heights,2011,129,6,70,"10,605",0.1
24,2,8308,Babe: Pig in the City,1998,97,5.8,68,"34,304",18.32
257,1,8909,Gretel & Hansel,2020,87,5.5,64,"31,984",15.35
252,5,9464,Voice from the Stone,2017,94,5.2,42,****,****
163,1,9677,Tammy,2014,97,4.9,39,"52,916",84.53
289,3,289,Le salaire de la peur,1953,131,8.2,85,****,****
63,4,1055,Utomlennye solntsem,1994,135,7.8,****,"15,786",2.62
475,4,1338,Yoidore tenshi,1948,98,7.7,****,****,****
251,3,1474,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles",1975,202,7.6,94,"11,594",0.02
120,5,1767,Enemy at the Gates,2001,131,7.5,53,"267,276",51.4
497,2,1781,Dolor y gloria,2019,113,7.5,87,****,****
177,3,2089,The Talented Mr. Ripley,1999,139,7.4,76,"217,191",81.3
125,2,3383,The Sons of Katie Elder,1965,122,7.1,72,"18,136",13.33
419,1,3791,The Thirteenth Floor,1999,100,7,36,"74,116",15.5
103,2,4222,Arthur,1981,97,6.9,69,"29,766",95.46
493,3,4862,But I'm a Cheerleader,1999,85,6.7,39,"35,202",2.21
389,5,4940,Safe House,2012,115,6.7,52,"226,716",126.37
86,3,5025,Der goldene Handschuh,2019,115,6.7,38,****,****
461,5,5783,Nerve,I 2016,96,6.5,58,"134,036",38.58
304,2,6087,Twister,I 1996,113,6.4,68,"200,942",241.72
424,3,6401,Ils,2006,77,6.4,60,****,****
189,3,6670,Night of the Comet,1984,95,6.3,59,"21,989",14.42
64,1,7519,All the King's Men,2006,128,6.1,37,"25,029",7.22
204,3,9042,Infinite,2021,106,5.4,28,****,****
22,2,9198,People I Know,2002,100,5.4,53,"11,560",0.12
372,3,9486,Riding the Bullet,2004,98,5.2,37,"10,237",0.1
290,4,290,To Be or Not to Be,1942,99,8.2,86,****,****
34,1,1236,3 Women,1977,124,7.7,71,****,****
112,3,1244,Scarface,1932,93,7.7,87,****,****
105,4,1245,Cape Fear,1962,106,7.7,76,****,****
292,3,1269,Les triplettes de Belleville,2003,80,7.7,91,"55,454",7
366,3,1686,Fury,2014,134,7.5,64,"505,863",85.82
75,5,1840,The Sweet Hereafter,1997,112,7.5,91,"35,808",3.25
115,2,2267,The Good Lie,2014,110,7.4,65,"29,147",2.72
123,2,2337,Guzaarish,2010,126,7.4,****,"19,090",1.02
142,5,3223,Creed II,2018,130,7.1,66,"138,938",115.72
386,4,3414,Casualties of War,1989,113,7.1,75,"45,729",18.67
72,2,3648,Paa,2009,133,7.1,30,"12,292",0.2
451,2,3824,Red,2008,93,7,61,"11,393",0
182,2,3972,Bobby,I 2006,117,7,54,"42,329",11.24
20,5,4574,Ginger Snaps,2000,108,6.8,70,"49,017",0
22,2,5404,Hotel Transylvania 2,2015,89,6.6,44,"132,334",169.7
2,5,5879,Batman: The Movie,1966,105,6.5,71,****,****
235,2,6745,Breathe In,2013,98,6.3,60,"15,313",0.02
425,3,8410,Memory,2022,114,5.7,41,****,****
257,2,8423,Hitman: Agent 47,2015,96,5.7,28,"92,756",22.47
251,1,8764,The Intruder,I 2019,102,5.6,39,"18,650",35.42
40,3,9045,A través de mi ventana,2022,116,5.4,****,****,****
291,3,291,Dersu Uzala,1975,142,8.2,****,****,****
426,3,820,Hey Ram,2000,186,7.9,****,"13,317",0.27
86,5,1128,(500) Days of Summer,2009,95,7.7,76,"526,185",32.39
473,5,1631,Gun Crazy,1950,87,7.6,74,****,****
340,4,2822,West Side Story,2021,156,7.2,85,****,****
478,5,2877,The Fountain,2006,97,7.2,51,"242,678",10.14
219,3,3121,Utøya 22. juli,2018,93,7.2,71,****,****
286,3,3942,Alferd Packer: The Musical,1993,95,7,****,****,****
343,4,6882,Malignant,I 2021,111,6.2,51,****,****
140,2,7016,Wall Street: Money Never Sleeps,2010,133,6.2,59,"104,255",52.47
419,3,7322,Dear Evan Hansen,2021,137,6.1,39,****,****
194,1,8502,Race to Witch Mountain,2009,98,5.7,52,"61,043",67.17
22,5,8707,Ice Age: Collision Course,2016,94,5.6,34,"69,471",64.06
496,5,9364,Mighty Morphin Power Rangers: The Movie,1995,95,5.2,40,"28,481",38.19
486,4,9408,Paradise Hills,2019,95,5.2,49,****,****
1,1,9745,Cool World,1992,102,4.8,28,"23,839",14.11
292,1,292,Vikram Vedha,2017,147,8.2,****,****,****
201,2,872,The Notebook,2004,123,7.8,53,"583,603",81
303,5,1089,The Goonies,1985,114,7.7,62,"282,110",61.5
395,1,1305,Le passé,2013,130,7.7,85,"49,663",1.33
339,3,1330,Que Horas Ela Volta?,2015,112,7.7,82,"15,703",0.38
459,4,1606,Highway,I 2014,133,7.6,40,"29,462",0.53
426,5,1803,The Wind that Shakes the Barley,2006,127,7.5,82,"51,500",1.83
491,5,2020,Srimanthudu,2015,158,7.5,****,****,****
345,2,2200,Black Dynamite,2009,84,7.4,65,"50,026",0.23
70,4,3723,Chronicle,2012,89,7,69,"255,485",64.58
55,2,3899,The Merchant of Venice,2004,131,7,63,"37,220",3.77
29,1,4016,Sabotage,1936,76,7,85,****,****
267,1,4028,One Week,I 2008,94,7,****,****,****
439,4,4372,Welcome to the Rileys,2010,110,6.9,50,"24,772",0.15
381,2,4731,Intermission,2003,105,6.8,64,"16,116",0.9
97,5,5327,Revenge of the Nerds,1984,90,6.6,44,"55,682",40.9
485,1,5670,Driving Lessons,2006,98,6.6,56,"10,907",0.24
352,5,7353,The Monuments Men,2014,118,6.1,52,"134,134",78.03
280,5,7649,Mr. Harrigan's Phone,2022,104,6,55,****,****
32,3,7736,The Gate,1987,85,6,55,"18,086",13.54
114,2,8324,Passengers,2008,93,5.8,40,"37,861",0.27
241,5,8347,Wind Chill,2007,91,5.8,52,"23,942",0.02
131,4,8937,House at the End of the Street,2012,101,5.5,31,"78,252",31.61
284,4,9428,King Solomon's Mines,1985,100,5.2,29,"14,051",15.06
431,1,9554,Ji qi zhi xue,2017,109,5.1,43,****,****
193,4,9771,Van Wilder 2: The Rise of Taj,2006,97,4.8,21,"23,557",4.26
293,5,293,La passion de Jeanne d'Arc,1928,110,8.2,98,"56,678",0.02
136,3,1653,Sarkar,2005,124,7.6,****,****,****
458,2,1847,Ghahreman,I 2021,127,7.5,82,****,****
468,2,1992,Monsieur Lazhar,2011,95,7.5,82,"20,764",2.01
457,5,2123,Hooligans,2005,109,7.4,55,"154,303",0.34
41,2,2909,Monsters University,2013,104,7.2,65,"367,887",268.49
261,3,3203,Astérix et Cléopâtre,1968,72,7.2,****,****,****
97,2,3335,In the Mouth of Madness,1994,95,7.1,53,"72,920",8.95
387,3,3428,Queen & Slim,2019,132,7.1,74,****,****
300,2,4045,Indigènes,2006,123,7,82,"14,842",0.32
483,4,4157,Newsies,1992,121,6.9,46,"21,502",2.82
449,4,5302,Operation Mincemeat,2021,128,6.6,65,****,****
468,4,5430,Macbeth,I 2015,113,6.6,71,"57,889",1.11
123,1,5434,Respect,2021,145,6.6,61,****,****
332,3,6419,Rogue Trader,1999,101,6.4,****,****,****
381,2,6440,Human Nature,2001,96,6.4,56,"18,558",0.7
372,1,6724,W.,I 2008,129,6.3,56,"49,119",25.53
436,5,7068,Vacancy,2007,85,6.2,54,"103,300",19.36
476,4,7750,Carriers,2009,85,6,****,"48,387",0.09
122,4,8290,Let It Snow,2019,92,5.8,51,****,****
384,3,8546,Pet,I 2016,94,5.7,48,"17,868",0.01
77,5,8789,Autumn in New York,2000,103,5.6,24,"27,233",37.75
0,5,9266,The Colony,I 2013,95,5.3,28,****,****
294,3,294,Abad va yek rooz,2016,112,8.2,****,****,****
46,5,1088,Aftersun,II 2022,102,7.7,95,****,****
479,2,1832,Kuch Kuch Hota Hai,1998,177,7.5,****,"54,217",2.1
39,4,2055,A Bridge Too Far,1977,175,7.4,63,"58,300",50.8
171,2,2722,Monsoon Wedding,2001,114,7.3,77,"26,096",13.88
296,2,3795,The Pink Panther,1963,115,7,55,"53,744",10.88
402,4,4343,The Cooler,2003,101,6.9,69,"34,721",8.24
268,1,4957,Stay,I 2005,99,6.7,41,"81,350",3.63
426,1,5017,Notorious,2009,122,6.7,60,"44,718",36.84
236,1,5995,Anek,2022,147,6.5,****,****,****
168,4,6362,Into the Night,1985,115,6.4,41,"12,914",7.56
440,5,6572,Ella Enchanted,2004,96,6.3,53,"70,691",22.92
334,1,7425,Vampires,1998,108,6.1,42,"60,981",20.24
389,2,7606,Kidnapping Mr. Heineken,2015,95,6.1,33,****,****
152,3,7821,Cheech and Chong's Next Movie,1980,99,6,66,"14,462",41.68
221,2,7993,Georgia Rule,2007,113,5.9,25,"25,574",18.88
449,5,8132,Khatta Meetha,2010,157,5.9,****,"11,532",0.54
147,3,9230,Resident Evil: Retribution,2012,95,5.3,39,"145,264",42.35
295,4,295,Nema-ye Nazdik,1990,98,8.2,92,"20,912",0
155,1,1267,Wait Until Dark,1967,108,7.7,81,"31,771",17.55
352,2,1365,Once Upon a Time in... Hollywood,2019,161,7.6,83,"765,857",142.5
483,1,1415,The Butterfly Effect,2004,113,7.6,30,"498,176",57.94
180,5,1861,Whale Rider,2002,101,7.5,80,"43,071",20.78
228,2,3015,Dumbo,1941,64,7.2,96,"135,373",1.6
365,5,4314,Saving Grace,2000,93,6.9,62,"18,816",12.12
38,5,4457,Rocky III,1982,99,6.8,57,"198,935",125.05
458,3,5122,The Sheltering Sky,1990,138,6.7,****,"13,164",2.08
429,1,5217,"Bon Cop, Bad Cop",2006,117,6.7,****,****,****
11,1,5259,Devotion,II 2022,139,6.6,66,****,****
312,4,5580,Black Beauty,1994,88,6.6,****,"10,241",4.63
361,1,6106,Godzilla,2014,123,6.4,62,"420,234",200.68
224,1,6914,Maze Runner: The Death Cure,2018,143,6.2,50,"146,887",58.03
342,1,7114,The Catcher Was a Spy,2018,94,6.2,49,"10,212",0.71
147,3,7235,White Zombie,1932,69,6.2,****,****,****
270,5,7472,Edtv,1999,122,6.1,48,"44,076",22.36
298,5,9474,Walking with Dinosaurs 3D,2013,87,5.2,37,"11,586",36.08
34,1,9518,The Cave,2005,97,5.1,30,"39,913",15.01
132,4,9606,The Beverly Hillbillies,1993,92,5,37,"19,125",44.03
296,5,296,Farha,2021,92,8.2,****,****,****
454,2,1506,Die Welle,2008,107,7.6,****,****,****
232,5,1597,Chalard games goeng,2017,130,7.6,****,****,****
367,1,1931,L'illusionniste,2010,90,7.5,82,"35,743",2.23
82,5,2138,Straw Dogs,1971,113,7.4,73,****,****
429,5,2578,The Boat That Rocked,2009,135,7.3,58,"113,336",7.99
224,3,2612,The Professionals,1966,117,7.3,75,"17,502",19.54
287,4,2640,Antwone Fisher,2002,120,7.3,62,"36,783",21.08
215,1,2998,The Man Who Knew Infinity,2015,108,7.2,56,"58,981",3.87
280,5,3497,99 Homes,2014,112,7.1,76,"35,037",1.41
361,4,4789,Snow Angels,I 2007,107,6.8,67,"12,911",0.4
207,5,5315,The Eyes of Tammy Faye,2021,126,6.6,55,****,****
98,3,5332,Happiest Season,2020,102,6.6,69,****,****
209,1,5529,Arbitrage,2012,107,6.6,73,"53,485",7.92
332,5,5539,Romeo Is Bleeding,1993,110,6.6,50,"14,498",3.28
159,4,5902,The River Wild,1994,111,6.5,63,"47,781",46.82
113,4,6458,Being Flynn,2012,102,6.4,53,"17,540",0.53
276,4,6610,American Gigolo,1980,117,6.3,57,"27,450",23
481,3,6677,Feel the Beat,2020,109,6.3,****,****,****
0,5,6862,Bhootnath,2008,150,6.3,****,****,****
91,4,7244,Tiny Furniture,2010,98,6.2,72,"14,642",0.39
0,5,7865,Kick,2014,146,6,****,"71,009",2.46
96,2,8791,"You, Me and Dupree",2006,110,5.6,46,"82,538",75.63
266,2,9090,Barely Lethal,2015,96,5.4,44,****,****
92,5,9817,Junior,1994,109,4.7,59,"70,428",36.76
297,5,297,A Face in the Crowd,1957,126,8.2,72,****,****
98,3,935,Breaking the Waves,1996,159,7.8,81,"68,712",4.04
20,2,1816,The Life of David Gale,2003,130,7.5,31,"122,573",19.59
258,5,3152,Metoroporisu,2001,108,7.2,75,"21,871",0.64
360,4,3807,Maverick,1994,127,7,62,"114,469",101.63
217,4,4522,Can't Buy Me Love,1987,94,6.8,36,"39,291",31.62
346,4,4524,Now and Then,1995,102,6.8,50,"30,997",27.4
237,5,4644,Oliver Twist,2005,130,6.8,65,"33,432",1.99
492,1,4693,The Wild Geese,1978,134,6.8,****,****,****
68,3,5258,The Hunger Games: Mockingjay - Part 1,2014,123,6.6,64,"466,366",337.14
243,3,5871,Sleeping with Other People,2015,101,6.5,64,"45,036",0.81
5,3,5938,Paulie,1998,91,6.5,****,"15,665",27.01
35,4,6399,Laurel Canyon,2002,103,6.4,61,"17,114",3.66
327,5,6417,Alpeis,2011,93,6.4,69,"12,248",0.01
355,1,6648,Dear John,I 2010,108,6.3,43,"152,280",80.01
352,3,6683,The Last Stand,2013,107,6.3,54,"140,807",12.05
413,2,6971,The Card Counter,2021,111,6.2,77,****,****
142,4,7661,Sahara,2005,124,6,41,"99,949",68.67
113,3,8084,Kiss of Death,1995,101,5.9,72,"19,641",14.94
144,3,9191,The Princess Switch: Switched Again,2020,96,5.4,****,****,****
413,1,9826,Brahms: The Boy II,2020,86,4.7,29,****,****
298,2,298,Babam ve Oglum,2005,112,8.2,****,****,****
458,1,1072,Le corbeau,1943,92,7.8,****,"10,360",0.03
383,3,2241,Amazing Grace,2006,118,7.4,65,"25,179",21.21
445,4,3295,The Master,2012,138,7.1,86,"178,473",16.38
285,4,3549,Mon roi,2015,124,7.1,68,"13,388",0.05
207,2,4174,Grandma's Boy,2006,94,6.9,33,"85,358",6.09
401,1,4518,Four Brothers,2005,109,6.8,49,"150,674",74.49
271,1,5216,Antim: The Final Truth,2021,138,6.7,****,****,****
41,3,6334,Mississippi Grind,2015,108,6.4,77,"24,771",0.13
245,4,6449,Kyaputen Hârokku,2013,115,6.4,****,****,****
194,1,6741,Grabbers,2012,94,6.3,62,****,****
84,3,6823,The Ramen Girl,2008,102,6.3,****,****,****
463,4,8133,Fack ju Göhte 2,2015,115,5.9,****,****,****
139,1,8289,Reindeer Games,2000,104,5.8,37,"41,025",23.36
389,3,8618,Echelon Conspiracy,2009,105,5.7,26,"19,652",0.5
262,1,8728,The Night Clerk,2020,90,5.6,44,****,****
299,5,299,Sherlock Jr.,1924,45,8.2,****,"51,672",0.98
42,5,934,How to Train Your Dragon 2,2014,102,7.8,77,"343,957",177
119,1,1310,The Muppet Christmas Carol,1992,85,7.7,64,"63,798",27.28
180,2,1348,Shyam Singha Roy,2021,155,7.7,****,****,****
182,3,1436,The Royal Tenenbaums,2001,110,7.6,76,"298,552",52.36
173,4,1973,The Desperate Hours,1955,112,7.5,****,****,****
184,4,2626,Local Hero,1983,111,7.3,82,"24,938",5.9
110,3,3578,Made in Dagenham,2010,113,7.1,65,"15,678",1.09
104,5,3786,A Serious Man,2009,106,7,86,"145,255",9.19
266,3,4995,Where the Heart Is,2000,120,6.7,30,"35,021",33.77
440,1,5717,Mandy,I 2018,121,6.5,82,"82,496",1.21
351,4,5735,My Policeman,2022,113,6.5,50,****,****
324,1,6498,The Guilty,2021,90,6.3,63,****,****
190,5,6966,Why Him?,2016,111,6.2,39,"117,093",60.32
334,3,7141,Una,2016,94,6.2,62,****,****
183,4,7622,Velayudham,2011,186,6.1,****,****,****
61,2,7648,The Time Machine,2002,96,6,42,"126,534",56.68
10,4,7701,Honest Thief,2020,99,6,46,"52,761",14.16
447,1,7869,Beatriz at Dinner,2017,82,6,68,"10,341",7.12
75,3,7955,Annabelle Comes Home,2019,106,5.9,53,"78,915",74.15
193,5,8094,Grand Piano,2013,90,5.9,61,"19,192",0.02
311,1,8403,The Matrix Resurrections,2021,148,5.7,63,****,****
6,3,8591,In Darkness,2018,100,5.7,59,****,****
457,4,8699,The Babysitters,2007,88,5.6,35,"12,223",0.04
375,1,8888,The Cloverfield Paradox,2018,102,5.5,37,****,****
165,3,9069,Replicas,2018,107,5.4,19,"39,835",4.05
157,1,9535,The Hurricane Heist,2018,103,5.1,35,"21,386",6.12
300,1,300,Lion of the Desert,1980,173,8.2,****,"16,390",3.27
81,4,1228,Kurenai no buta,1992,94,7.7,83,****,****
136,5,1457,Gettysburg,1993,271,7.6,****,"29,935",10.77
279,1,1623,Meet John Doe,1941,135,7.6,****,****,****
471,4,1865,Jin ling shi san chai,2011,146,7.5,46,"53,915",0.01
282,3,3447,Goodbye Christopher Robin,2017,107,7.1,54,"28,360",1.74
355,2,3952,Mrs. Henderson Presents,2005,103,7,71,"15,992",11.03
242,3,4632,22-Jul,2018,143,6.8,69,****,****
446,3,4882,The Professor,I 2018,90,6.7,37,****,****
354,3,5382,The Informer,2019,113,6.6,61,****,****
14,4,5843,Antz,1998,83,6.5,72,"158,398",90.76
461,3,6093,Greenland,2020,119,6.4,64,****,****
62,5,6379,Crying Freeman,1995,102,6.4,****,****,****
349,4,6620,Spectral,2016,107,6.3,****,****,****
307,5,7485,Ricochet,1991,102,6.1,49,"19,068",21.76
418,3,7615,Smart People,2008,95,6.1,57,"23,257",9.5
196,3,8628,Christmas Inheritance,2017,104,5.7,****,****,****
187,3,8736,40 Days and 40 Nights,2002,96,5.6,53,"74,404",37.95
111,4,8846,Home of the Brave,2006,106,5.6,42,"11,058",0.05
177,1,8911,The Wiz,1978,134,5.5,53,"15,819",21.05
373,1,9064,Aquamarine,2006,110,5.4,51,"43,312",18.6
171,5,9310,Serving Sara,2002,102,5.3,18,"18,071",16.93
396,4,9796,Ready,2011,145,4.8,****,"18,795",0.78
301,4,301,Rocco e i suoi fratelli,1960,179,8.2,84,****,****
294,1,771,My Name Is Khan,2010,165,7.9,50,"110,194",4.02
488,3,892,Taken,I 2008,90,7.8,51,"611,197",145
274,4,1512,The Shootist,1976,100,7.6,77,****,****
498,3,1771,Menace II Society,1993,97,7.5,76,"61,027",27.9
234,3,2234,Little Manhattan,2005,84,7.4,52,"24,155",0.38
228,5,5531,Victory,1981,116,6.6,57,"31,771",10.85
413,3,5618,La habitación de Fermat,2007,89,6.6,****,****,****
149,5,7521,Multiplicity,1996,117,6.1,53,"33,779",20.1
249,3,7549,The Lovebirds,2020,86,6.1,59,****,****
302,2,302,Uri: The Surgical Strike,2019,138,8.2,****,"66,184",4.19
461,5,1196,Kaze tachinu,2013,126,7.7,83,"89,164",5.21
352,5,1621,Pickpocket,1959,76,7.6,****,****,****
395,4,2518,Bound,1996,109,7.3,61,"57,232",3.8
336,1,2568,The Last Black Man in San Francisco,2019,121,7.3,83,"20,423",4.52
376,2,2764,Nosotros los Nobles,2013,108,7.3,****,****,****
382,1,2936,Frailty,2001,100,7.2,64,"86,212",13.1
452,5,3544,Love in the Afternoon,1957,130,7.1,73,****,****
344,3,3638,Choi-jong-byeong-gi hwal,2011,122,7.1,****,"12,391",0.25
99,2,3984,Michiel de Ruyter,2015,151,7,****,****,****
23,3,4354,Clockers,1995,128,6.9,71,"22,770",13.04
153,4,5932,Class of 1984,1982,98,6.5,49,****,****
145,2,7126,Lions for Lambs,2007,92,6.2,47,"51,059",15
446,5,7772,13,I 2010,91,6,29,****,****
126,4,8407,Army of the Dead,2021,148,5.7,57,"176,765",1
476,3,8469,Ben-Hur,2016,123,5.7,38,"45,100",26.41
399,1,8866,Baywatch,2017,116,5.5,37,"191,645",58.06
287,5,9166,The Trust,2016,92,5.4,58,****,****
31,1,9218,Daredevil,2003,103,5.3,42,"223,149",102.54
161,5,9331,Fear and Desire,1953,62,5.3,****,****,****
422,3,9653,The Pallbearer,1996,98,5,****,"11,274",5.61
303,5,303,Ugetsu monogatari,1953,96,8.2,****,"24,330",0.01
366,2,701,Wonder,I 2017,113,7.9,66,"168,671",132.42
224,3,865,Drive,I 2011,100,7.8,78,"656,724",35.06
153,4,1239,Perfetti sconosciuti,2016,96,7.7,****,****,****
458,2,2060,Master and Commander: The Far Side of the World,2003,138,7.4,81,"226,522",93.93
154,2,2591,Woman in Gold,2015,109,7.3,51,"60,472",33.31
357,3,2981,Quills,2000,124,7.2,70,"55,271",7.06
56,3,4424,Chup Chup Ke,2006,164,6.9,****,"11,562",0.33
281,5,4684,Six Degrees of Separation,1993,112,6.8,72,"21,729",6.41
32,1,5297,Footloose,1984,107,6.6,42,"84,579",80.04
447,3,5301,Burnt,I 2015,101,6.6,42,"123,529",13.65
385,2,5944,The Informant!,2009,108,6.5,66,"66,006",33.31
1,1,6586,Shrek Forever After,2010,95,6.3,58,"212,192",238.37
312,5,7712,Camp Nowhere,1994,96,6,****,"10,125",10.47
155,1,7870,6 Bullets,2012,115,6,****,****,****
276,4,8068,iBoy,2017,90,5.9,50,****,****
231,5,9417,The Strangers: Prey at Night,2018,85,5.2,48,"32,332",24.43
304,4,304,Krótki film o milosci,1988,87,8.2,****,****,****
174,2,796,Miracle on 34th Street,1947,96,7.9,88,"51,023",2.65
130,1,1243,The Caine Mutiny,1954,124,7.7,63,"28,485",21.75
342,2,1380,Dark City,1998,100,7.6,66,"203,647",14.38
383,4,1787,Pleasantville,1998,124,7.5,71,"131,716",40.57
235,5,2128,Eighth Grade,2018,93,7.4,89,"78,288",13.54
171,3,4172,Flight of the Navigator,1986,90,6.9,64,"49,588",18.56
94,3,4801,À bout portant,2010,84,6.8,75,"14,300",0.71
287,1,5847,Better Watch Out,II 2016,89,6.5,67,"41,425",0.02
464,4,6327,The Man with Two Brains,1983,93,6.4,61,"26,836",10.1
191,1,6681,Assault on Precinct 13,2005,109,6.3,54,"80,105",19.98
314,1,7427,The Invisible,2007,102,6.1,36,"35,952",20.57
101,1,8196,Ken Park,2002,93,5.8,****,****,****
147,3,8725,The Texas Chainsaw Massacre 2,1986,101,5.6,42,"34,837",8.03
